Line Name,Code,English,Español ,//comments,Code-switching,
script|job.bayou-methanogen.argue.intro:1,@DAE9D5AF,How are the {pluralnameof Methanogen} able to thrive in such a hostile environment?,¿Cómo pueden las {pluralnameof Methanogen} prosperar en un ambiente tan hostil?,,,
script|job.bayou-methanogen.argue.intro:3,@DCE9D8D5,They metabolize methane.,Metabolizan el metano.,,,
script|job.bayou-methanogen.argue.intro:6,@D7E9D0F6,They're immune to heat.,Son inmunes al calor.,,,
script|job.bayou-methanogen.argue.intro:9,@E2E9E247,They're immune to heat.,Son inmunes al calor.,,,
script|job.bayou-methanogen.argue.intro:10,@3D1B494D,They metabolize methane.,Metabolizan el metano.,,,
script|job.bayou-methanogen.argue.immune:1,@6F983B90,{@profBayou}   Hmmm. Interesting. Can you show me their temperature tolerance ranges?,{@profBayou} Hmmm. Interesante. ¿Puedes mostrarme sus rangos de tolerancia a la temperatura?,,,
script|job.bayou-methanogen.argue.immune:6,@76984695,Present facts from AQOS,Presentar los datos del AQOS,,,
script|job.bayou-methanogen.argue.immune:9,@77984828,Let me get back to you.,Te contestaré después,,,
script|job.bayou-methanogen.argue.metabolize:1,@59945741,{@profBayou}   Hmmm. It's true that they consume hydrogen...,{@profBayou} Ummm. Es verdad que consumen hidrógeno...,,,
script|job.bayou-methanogen.argue.metabolize:2,@56945288,But can they really metabolize enough of it to survive and reproduce?,¿Pero pueden realmente metabolizarlo lo suficiente para sobrevivir y reproducirse?,,,
script|job.bayou-methanogen.argue.metabolize:7,@5B945A67,Present facts from AQOS,Presentar los datos del AQOS,,,
script|job.bayou-methanogen.argue.metabolize:10,@7585A6E3,Let me get back to you.,Te contestaré después,,,
script|job.bayou-methanogen.argue.unrelatedImmune:1,@40D530D6,"{@profBayou} This is their Light tolerance, Ms. Ramirez.","{@profBayou} Ésta es su tolerancia a la Luz, señorita Ramírez.",,,
script|job.bayou-methanogen.argue.unrelatedImmune:2,@3FD52F43,I need to see their {h}Temperature{/h} tolerance.,Necesito ver su tolerancia a la temperatura.,,,
script|job.bayou-methanogen.argue.unrelatedImmune:4,@45D538B5,"{@profBayou}   This is their pH tolerance, Ms. Ramirez.","{@profBayou}   Ésta es su tolerancia al pH, señorita Ramírez.",,,
script|job.bayou-methanogen.argue.unrelatedImmune:5,@44D53722,We're looking for their {h}Temperature{/h} tolerance.,Buscamos su tolerancia a la {h}Temperatura{/h}.,,,
script|job.bayou-methanogen.argue.unrelatedImmune:7,@42D533FC,"{@profBayou} That's admittedly fascinating, Ollie, but it's not useful here.","{@profBayou} Eso es fascinante, Ollie, pero no es útil aquí.",,,
script|job.bayou-methanogen.argue.unrelatedMetabolize:0,@E2BF6C24,"{@profBayou} That's interesting, Ollie, but it doesn't answer my question.","{@profBayou} Es interesante, Ollie, pero no responde a mi pregunta.",,,
script|job.bayou-methanogen.argue.giveUp:0,@4514722A,"{@profBayou} Okay, Ollie. Please get back to me when you're ready.","{@profBayou} De acuerdo, Ollie. Por favor, ponte en contacto conmigo cuando estés preparada.",,,
script|job.bayou-methanogen.argue.complete:1,@6CBE7136,"{@profBayou} This is all so fascinating. Thank you for your help, O.","{@profBayou} Todo esto es fascinante. Gracias por tu ayuda, O.",,,
script|job.bayou-methanogen.argue.complete:2,@6BBE6FA3,You really are a natural at this.,Esto es cosa tuya.,,,
script|job.bayou-methanogen.argue.complete:3,@6ABE6E10,"{@player}    Thanks, {nameof @profBayou}. I was happy to help!","{@player}    Gracias, {nameof @profBayou}. Me alegro de poder ayudarte.",,,
script|job.bayou-oxygen-tracking.start:0,@23E4C140,"{@bayouSci}    The oxygen levels in the {nameof RS-3P} are decreasing, but our current models cannot account for the drop.","{@bayouSci}    Los niveles de oxígeno en el {nameof RS-3P} están disminuyendo, pero nuestros modelos actuales no pueden responder al descenso.",,,
script|job.bayou-oxygen-tracking.start:1,@24E4C2D3,We need you to make a model that lays out which organisms are producing oxygen and which organisms are consuming oxygen.,Necesitamos que fabriques un modelo que establezca qué organismos producen oxígeno y qué organismos lo consumen.,,,
script|job.bayou-oxygen-tracking.allScanned:0,@EA6E557D,{@guide}    That should be everything we can find here. Next let's take these to the {nameof MeasurementTank} and see how each of these affects oxygen levels.,"{@guide}    Eso debe ser todo lo que podemos encontrar aquí. Ahora, llevémoslos al {nameof MeasurementTank} y miremos cómo afecta al nivel de oxígeno cada uno de ellos.",,,
script|job.bayou-oxygen-tracking.effectsMeasured:0,@DCFD6062,"{@guide}    Well, that's a lot of numbers. Feeding that into the modeling tool should help you humans make sense of this.","{@guide}    Vaya, son muchisimos números. Es mejor ponerlos en la herramienta de modelización para ayudar a los humanos a entenderlo.",,,
script|job.bayou-oxygen-tracking.modelCompleted:0,@E2DC3512,{@guide}    Flow of oxygen modeled! Let's head back to the station.,{@guide}    ¡El flujo de oxígeno está modelado! Regresemos a la estación.,,,
script|job.bayou-oxygen-tracking.catchScanAll:0,@6DF50E09,{@guide}    Scan everything you can in the {nameof RS-3P}.,{@guide}    Escanea todo lo que puedas en el {nameof RS-3P}.,,,
script|job.bayou-oxygen-tracking.catchMeasureCritters:0,@FE9662E9,{@guide}    Put organisms from the {nameof RS-3P} into the measurement tank and turn off the stabilizer to see how they impact their surroundings.,{@guide}    Coloca los organismos del {nameof RS-3P} en el Tanque de Medidas y apaga el estabilizador para ver cómo impactan en su ambiente.,,,
script|job.bayou-oxygen-tracking.catchMeasureCritters:1,@FD966156,You will only be able to measure one at a time.,Sólo podrás medir uno cada vez.,,,
script|job.bayou-oxygen-tracking.catchMakeVisual:0,@520F9601,{@guide}    Head to the Modeling Lab and make a visual model of the {nameof RS-3P}.,{@guide}    Dirígete al Laboratorio de Modelización y haz un modelo visual del {nameof RS-3P}.,,,
script|job.bayou-oxygen-tracking.catchReportBack:0,@92D03EDE,{@guide}    Report back to {nameof @bayouSci} to discuss your findings about oxygen.,{@guide}    Vuelve a {nameof @bayouSci} para discutir tus hallazgos sobre el oxígeno.,,,
script|job.bayou-oxygen-tracking.argue.intro:1,@BDD59341,{@bayouSci}    You've already shown me the model.,{@bayouSci}    Ya me enseñaste el modelo.,,,
script|job.bayou-oxygen-tracking.argue.intro:8,@B4D58516,{@bayouSci}    Have you modeled the flow of oxygen through the {nameof RS-3P}?,{@bayouSci} ¿Has modelado el flujo de oxígeno a través de {nameof RS-3P}?,check,,
script|job.bayou-oxygen-tracking.argue.showClaimModel:1,@D27A847F,Present facts from AQOS,Presentar los datos del AQOS,,,
script|job.bayou-oxygen-tracking.argue.showClaimModel:4,@CD7A7CA0,Let me get back to you.,Te contestaré después,,,
script|job.bayou-oxygen-tracking.argue.unrelatedModel:1,@9BBE3628,"{@bayouSci}     Not quite what I'm looking for, O.","{@bayouSci}     No es exactamente lo que busco, O.",,,
script|job.bayou-oxygen-tracking.argue.showClaimFinal:0,@1E651731,"{@bayouSci}    Based on your model, which organisms consume oxygen in the {nameof RS-3P}?","{@bayouSci}    Según tu modelo, ¿qué organismos consumen oxígeno en el {nameof RS-3P}?",,,
script|job.bayou-oxygen-tracking.argue.showClaimFinal:2,@1C65140B,Present facts from AQOS,Presentar los datos del AQOS,,,
script|job.bayou-oxygen-tracking.argue.showClaimFinal:5,@21651BEA,Let me get back to you.,Te contestaré después,,,
script|job.bayou-oxygen-tracking.argue.unrelatedFinal:1,@CE29CB81,"{@bayouSci}     Not quite what I'm looking for, O.","{@bayouSci}     No es exactamente lo que busco, O.",,,
script|job.bayou-oxygen-tracking.argue.completeFinal:1,@0761A36E,{@bayouSci}    I see. And does either of those stand out as the culprit?,{@bayouSci} Ya veo. ¿Y alguno de ellos te parece el responsable?,,,
script|job.bayou-oxygen-tracking.argue.completeFinal:2,@0661A1DB,In other words...,En otras palabras...,,,
script|job.bayou-oxygen-tracking.argue.discussionStart:0,@41F7D160,"{@bayouSci}    Between {nameof WhiteShrimp} and {nameof DecomposingBacteria}, which one consumes a larger share of the oxygen?","{@bayouSci}    Entre el {nameof WhiteShrimp} y la {nameof DecomposingBacteria}, ¿cuál consume una mayor proporción de oxígeno?",,,
script|job.bayou-oxygen-tracking.argue.discussionStart:1,@42F7D2F3,The {nameof WhiteShrimp} consume more.,El {nameof WhiteShrimp} consume más.,,,
script|job.bayou-oxygen-tracking.argue.discussionStart:2,@43F7D486,The {nameof DecomposingBacteria} consume more.,Las {nameof DecomposingBacteria} consumen más.,,,
script|job.bayou-oxygen-tracking.argue.discussionStart:3,@44F7D619,They consume about the same in total.,En total consumen aproximadamente lo mismo.,,,
script|job.bayou-oxygen-tracking.argue.discussionStart:4,@45F7D7AC,Let me get back to you.,Te contestaré después,,,
script|job.bayou-oxygen-tracking.argue.shrimpConsumeMore:0,@31DD88A6,"{@bayouSci}    I suppose if you look at them individually, any one shrimp consumes more oxygen than any one bacterium.","{@bayouSci} Supongo que si las miras individualmente, cualquier camarón consume más oxígeno que cualquier bacteria.",,,
script|job.bayou-oxygen-tracking.argue.shrimpConsumeMore:1,@32DD8A39,"But the {nameof DecomposingBacteria} far outnumber the shrimp, so overall, the {nameof DecomposingBacteria} consume more oxygen in this case.","Pero las {nameof DecomposingBacteria} superan en número al camarón, así que, en conjunto, las {nameof DecomposingBacteria} consumen más oxígeno en este caso.",,,
script|job.bayou-oxygen-tracking.argue.aboutSame:0,@0269C0CF,{@bayouSci}    I don't see much evidence for this. Consider revising your claim.,{@bayouSci} No veo suficiente evidencia de esto. Revisa tu proposición.,,,
script|job.bayou-oxygen-tracking.argue.giveUpDiscuss:0,@D7369952,"{@bayouSci}    Okay, then. But don't take too long. A lot of people are waiting on our decision.",{@bayouSci}    Andale púes. Pero no tardes mucho. Mucha gente está esperando nuestra decisión.,,,
script|job.bayou-oxygen-tracking.argue.giveUp:0,@8999DB6C,"{@bayouSci}    Okay, then. But don't take too long. A lot of people are waiting on our decision.",{@bayouSci}    Andale púes. Pero no tardes mucho. Mucha gente está esperando nuestra decisión.,,,
script|job.bayou-oxygen-tracking.argue.completeDiscussion:1,@296326AC,"{@bayouSci}    So the {nameof DecomposingBacteria} are claiming most of the oxygen, and {nameof WhiteShrimp} are suffering.","{@bayouSci}    Así que las {nameof DecomposingBacteria} están reclamando la mayoría del oxígeno, y las {nameof WhiteShrimp} están sufriendo.",,,
script|job.bayou-oxygen-tracking.argue.completeDiscussion:2,@2C632B65,But I am still wondering why there are so many {nameof DecomposingBacteria} all of the sudden...,Pero sigo preguntándome por qué hay tanta {nameof DecomposingBacteria} de repente...,check,,
script|job.bayou-oxygen-tracking.argue.completeDiscussion:3,@2B6329D2,"Regardless, thank you for your help Ms. Ramirez.","De todas formas, gracias por tu ayuda señorita Ramírez.",,,
script|job.reef-decision.start:0,@1328E7FC,"{@profBayou}   Okay, Ollie. It's time for you to make a decision about that rig.","{@profBayou}   Bueno, Ollie. Es hora de que decidas sobre esa plataforma.",,,
script|job.reef-decision.start:1,@1428E98F,"{@bayouSci}    Well, it's about darned time!","{@bayouSci}    Bueno, ya era hora.",,,
script|job.reef-decision.start:2,@1528EB22,{@player}      Wait... me??,{@player}      Espera... ¿yo?,,,
script|job.reef-decision.start:3,@1628ECB5,"I mean, I thought YOU would handle the actual decision-making...","Es decir, pensaba que TÚ te encargarías de tomar las decisiones...",,,
script|job.reef-decision.start:4,@0F28E1B0,{@profBayou}   You've proven yourself. I'd like your input.,{@profBayou}   Has demostrado tu valor. Me gustaría conocer tu opinión.,,,
script|job.reef-decision.start:5,@1028E343,"If the ERC Industries Rig goes, all the {nameof ElkhornCoral} and {pluralnameof SeaPearl} out there--and all the species that depend on them--go with it.","Si la Plataforma de Industrias ERC desaparece, todos los {nameof ElkhornCoral} y las {pluralnameof SeaPearl} que hay allá afuera -y todas las especies que dependen de ellos- desaparecen con ella.",,,
script|job.reef-decision.start:6,@1128E4D6,I need you to predict how removing the rig would affect the turtles.,Necesito que pronostiques cómo afectaría a las tortugas la eliminación de la plataforma.,,,
script|job.reef-decision.start:7,@1228E669,Then report back and give me your professional recommendation.,Luego infórmame y dame tu recomendación profesional.,,,
script|job.reef-decision.start:8,@1B28F494,"{@player}      Okay. Got it, Professor.","{@player}      De acuerdo. Entendido, Profe.",,,
script|job.reef-decision.modelSuggestions:1,@B90B3125,"{@guide}    Once you import your facts and save the Visual model, we should be good to make our Intervene model!","{@guide}    Una vez que importes tus hechos y guardes el modelo Visual, ¡estaremos listos para crear nuestro modelo de Intervención!",,,
script|job.reef-decision.modelSuggestions:4,@B40B2946,{@guide}    Time to try out your model in the {h}Intervene{/h} tab.,{@guide}    Es hora de probar tu modelo en la ficha {h}Intervenir{/h}.,,,
script|job.reef-decision.modelSuggestions:6,@B20B2620,{@guide}    Seems like we don't have enough information to complete our model accurately.,{@guide}    Parece que no tenemos suficiente información para completar nuestro modelo con precisión.,,,
script|job.reef-decision.modelSuggestions:7,@B30B27B3,"Look for {h}question marks{/h} in the Visual model interface, those point to where we may need more data.","Busca {h}signos de interrogación{/h} en la interfaz del modelo Visual, esos señalan dónde podemos necesitar más datos.",,,
script|job.reef-decision.suggestReproduce:0,@2043C2A5,{@guide}    Did you get all the reproduction rates?,{@guide}    ¿Conseguiste todas las tasas de reproducción?,,,
script|job.reef-decision.suggestMeasure:0,@DD87B30E,{@guide}    Using the {h}Measurement Tank{/h} to find the rates of unmeasured behaviors may help us here.,{@guide}    Utiliza el {h}Tanque de Medidas{/h} para encontrar las tasas de los comportamientos que no hemos medido todavía.,,,
script|job.reef-decision.suggestTurtleEat:0,@CC48CD5E,{@guide}    Maybe look into what {nameof LoggerheadTurtle} eats?,{@guide}    ¿Quizá investiga qué come la {nameof LoggerheadTurtle}?,,,
script|job.reef-decision.suggestGrouperEat:0,@6A736DDC,{@guide}    Maybe look into what {nameof RedGrouper} eats?,{@guide}    ¿Tal vez investiga qué come la {nameof RedGrouper}?,,,
script|job.reef-decision.suggestAngelEat:0,@2EBA2F9F,{@guide}    Maybe look into what {nameof AngelFish} eats?,{@guide}    ¿Puedes investigar qué come el {nameof AngelFish}?,,,
script|job.reef-decision.catchInterventionDecision:0,@3B972584,"{@player}  Okay, {nameof @guide}. What now?","{@player}  Vale, {nameof @guide}. ¿Y ahora qué?",,,
script|job.reef-decision.catchInterventionDecision:1,@3C972717,{@guide}   You need to create an Intervention Model using facts about the artificial reef.,{@guide}   Tienes que crear un Modelo de Intervención utilizando datos sobre el arrecife artificial.,,,
script|job.reef-decision.RigDecisionTime:0,@DCA3A985,{@guide} You've gathered the required data. Now you'll need to share your decision with {nameof @profBayou}!,{@guide} Has reunido los datos necesarios. ¡Ahora tendrás que compartir tu decisión con la {nameof @profBayou}!,,,
